Key,transaction_date,subscription_id,user_id,subscription_start,subscription_end,subscription_status,provider,service,Charge,transcationstatus,Active
43512286458234,2019/02/16,286458234,5111042,2019/02/16,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43513286542008,2019/02/17,286542008,45838735,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43513286532640,2019/02/17,286532640,45497859,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43513286620079,2019/02/17,286620079,43358720,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43513286636293,2019/02/17,286636293,16074470,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43513286528467,2019/02/17,286528467,25564433,2019/02/17,2019/05/18,Cancelled,Provider A,Cool Songs,300,Failed,90
43513286527381,2019/02/17,286527381,39023591,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43513286507917,2019/02/17,286507917,45657290,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43513286569116,2019/02/17,286569116,40033512,2019/02/17,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43540293548199,2019/03/16,293548199,16904001,2019/03/16,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,63
43547294720745,2019/03/23,294720745,42340435,2019/03/23,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,56
43551295475117,2019/03/27,295475117,47385219,2019/03/27,2019/05/18,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,52
43163192303115,2018/03/04,192303115,31433357,2018/03/04,2019/05/17,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,439
43187199231614,2018/03/28,199231614,11005681,2018/03/28,2019/05/17,Cancelled,Provider B,Cool Songs,#N/A,#N/A,415
43490280652491,2019/01/25,280652491,42706405,2019/01/25,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,112
43511286208610,2019/02/15,286208610,45193408,2019/02/15,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43511286236594,2019/02/15,286236594,45772212,2019/02/15,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43512286445405,2019/02/16,286445405,45754531,2019/02/16,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43512286311809,2019/02/16,286311809,44014663,2019/02/16,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43512286342811,2019/02/16,286342811,40051730,2019/02/16,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43512286434541,2019/02/16,286434541,44391212,2019/02/16,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43512286363075,2019/02/16,286363075,42686520,2019/02/16,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43512286278592,2019/02/16,286278592,45780688,2019/02/16,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43515286936913,2019/02/19,286936913,43035507,2019/02/19,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,87
43521289872936,2019/02/25,289872936,46189843,2019/02/25,2019/05/17,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,81
4287581286935,2017/05/20,81286935,17275098,2017/05/20,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,726
43071165939675,2017/12/02,165939675,19609248,2017/12/02,2019/05/16,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,530
43140187036368,2018/02/09,187036368,20342327,2018/02/09,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,461
43170194468215,2018/03/11,194468215,26506426,2018/03/11,2019/05/16,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,431
43191200108690,2018/04/01,200108690,26490586,2018/04/01,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,410
43192200392970,2018/04/02,200392970,32824783,2018/04/02,2019/05/16,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,409
43250214751175,2018/05/30,214751175,11460827,2018/05/30,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,351
43280221185105,2018/06/29,221185105,33085113,2018/06/29,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,321
43301226729622,2018/07/20,226729622,32862700,2018/07/20,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,300
43312230082080,2018/07/31,230082080,23812052,2018/07/31,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,289
43435265912745,2018/12/01,265912745,41302679,2018/12/01,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,166
43446268902833,2018/12/12,268902833,42893067,2018/12/12,2019/05/16,Cancelled,Provider B,Cool Songs,#N/A,#N/A,155
43467274962802,2019/01/02,274962802,25190180,2019/01/02,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,134
43507285441283,2019/02/11,285441283,6915166,2019/02/11,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,94
43510286005010,2019/02/14,286005010,45721109,2019/02/14,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43510285976762,2019/02/14,285976762,45714613,2019/02/14,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43510286015715,2019/02/14,286015715,42851732,2019/02/14,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43511286140033,2019/02/15,286140033,45630300,2019/02/15,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43511286120381,2019/02/15,286120381,41545791,2019/02/15,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43511286163485,2019/02/15,286163485,44545996,2019/02/15,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43511286118424,2019/02/15,286118424,39496529,2019/02/15,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43511286134274,2019/02/15,286134274,45575993,2019/02/15,2019/05/16,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43067164908118,2017/11/28,164908118,26444805,2017/11/28,2019/05/15,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,533
43068164951403,2017/11/29,164951403,26454019,2017/11/29,2019/05/15,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,532
43168193892686,2018/03/09,193892686,27957050,2018/03/09,2019/05/15,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,432
43169194110201,2018/03/10,194110201,31645178,2018/03/10,2019/05/15,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,431
43197201479897,2018/04/07,201479897,21165905,2018/04/07,2019/05/15,Cancelled,Provider B,Cool Songs,#N/A,#N/A,403
43250214811075,2018/05/30,214811075,11340701,2018/05/30,2019/05/15,Cancelled,Provider B,Cool Songs,#N/A,#N/A,350
43287222885568,2018/07/06,222885568,36041934,2018/07/06,2019/05/15,Cancelled,Provider B,Cool Songs,#N/A,#N/A,313
43464273996203,2018/12/30,273996203,26257550,2018/12/30,2019/05/15,Cancelled,Provider C,Cooking Recipes,#N/A,#N/A,136
43497283140385,2019/02/01,283140385,1317392,2019/02/01,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,103
43498283424037,2019/02/02,283424037,23112696,2019/02/02,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,102
43509285829231,2019/02/13,285829231,41163424,2019/02/13,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43509285800303,2019/02/13,285800303,43118496,2019/02/13,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43509285813396,2019/02/13,285813396,42893740,2019/02/13,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43509285807606,2019/02/13,285807606,43121649,2019/02/13,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43509285781082,2019/02/13,285781082,40517599,2019/02/13,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43510285945042,2019/02/14,285945042,8537318,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285956352,2019/02/14,285956352,2162007,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285872527,2019/02/14,285872527,45691519,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510286018663,2019/02/14,286018663,4854152,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285954839,2019/02/14,285954839,44755005,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285993937,2019/02/14,285993937,42765255,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285888306,2019/02/14,285888306,45695056,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285991784,2019/02/14,285991784,42540011,2019/02/14,2019/05/15,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
42965121588953,2017/08/18,121588953,15166176,2017/08/18,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,634
43070165592249,2017/12/01,165592249,26498930,2017/12/01,2019/05/14,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,529
43165193091283,2018/03/06,193091283,2503791,2018/03/06,2019/05/14,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,434
43169194215028,2018/03/10,194215028,31657059,2018/03/10,2019/05/14,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,430
43180197332215,2018/03/21,197332215,32214578,2018/03/21,2019/05/14,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,419
43185198616919,2018/03/26,198616919,860914,2018/03/26,2019/05/14,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,414
43280221192193,2018/06/29,221192193,24104314,2018/06/29,2019/05/14,Cancelled,Provider B,Cool Songs,#N/A,#N/A,319
43301226656454,2018/07/20,226656454,25838733,2018/07/20,2019/05/14,Cancelled,Provider B,Cool Songs,#N/A,#N/A,298
43301226847150,2018/07/20,226847150,19514925,2018/07/20,2019/05/14,Cancelled,Provider B,Cool Songs,#N/A,#N/A,298
43505284968597,2019/02/09,284968597,25737773,2019/02/09,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,94
43506285236442,2019/02/10,285236442,3205150,2019/02/10,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,93
43508285631773,2019/02/12,285631773,38155466,2019/02/12,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43508285615960,2019/02/12,285615960,43094422,2019/02/12,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43508285625474,2019/02/12,285625474,13249323,2019/02/12,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43508285604590,2019/02/12,285604590,8423023,2019/02/12,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43508285594899,2019/02/12,285594899,30444617,2019/02/12,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43508285606631,2019/02/12,285606631,7104757,2019/02/12,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43509285717649,2019/02/13,285717649,44389913,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285724394,2019/02/13,285724394,45658578,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285735341,2019/02/13,285735341,33579333,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285636777,2019/02/13,285636777,45639237,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285704341,2019/02/13,285704341,13948975,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285648827,2019/02/13,285648827,37953883,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285753756,2019/02/13,285753756,4872589,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43509285710538,2019/02/13,285710538,25487329,2019/02/13,2019/05/14,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43071166069598,2017/12/02,166069598,26567080,2017/12/02,2019/05/13,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,527
43087172172067,2017/12/18,172172067,27844924,2017/12/18,2019/05/13,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,511
43182197818252,2018/03/23,197818252,32423380,2018/03/23,2019/05/13,Cancelled,Provider C,GOT Spoilers,#N/A,#N/A,416
43223208524110,2018/05/03,208524110,23912435,2018/05/03,2019/05/13,Cancelled,Provider B,Cool Songs,#N/A,#N/A,375
43225208975503,2018/05/05,208975503,33936746,2018/05/05,2019/05/13,Cancelled,Provider A,Cool Songs,#N/A,#N/A,373
43227209367452,2018/05/07,209367452,34006375,2018/05/07,2019/05/13,Cancelled,Provider C,GOT Spoilers,#N/A,#N/A,371
43230210093120,2018/05/10,210093120,23782023,2018/05/10,2019/05/13,Cancelled,Provider B,Cool Songs,#N/A,#N/A,368
43252215139065,2018/06/01,215139065,29764728,2018/06/01,2019/05/13,Cancelled,Provider B,Cool Songs,#N/A,#N/A,346
43312230099713,2018/07/31,230099713,11624194,2018/07/31,2019/05/13,Cancelled,Provider B,Cool Songs,#N/A,#N/A,286
43507285343566,2019/02/11,285343566,45575882,2019/02/11,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43507285311526,2019/02/11,285311526,4326487,2019/02/11,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43507285437343,2019/02/11,285437343,3271293,2019/02/11,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43508285568757,2019/02/12,285568757,6214549,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285504222,2019/02/12,285504222,39043977,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285615296,2019/02/12,285615296,44556666,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285536893,2019/02/12,285536893,24966954,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285521212,2019/02/12,285521212,45613187,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285547918,2019/02/12,285547918,44958170,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285472151,2019/02/12,285472151,45548066,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43508285462656,2019/02/12,285462656,42418475,2019/02/12,2019/05/13,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43102176850164,2018/01/02,176850164,28719706,2018/01/02,2019/05/12,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,495
43148189005380,2018/02/17,189005380,30729299,2018/02/17,2019/05/12,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,449
43163192380238,2018/03/04,192380238,31449253,2018/03/04,2019/05/12,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,434
43170194357918,2018/03/11,194357918,1711678,2018/03/11,2019/05/12,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,427
43171194554965,2018/03/12,194554965,31723169,2018/03/12,2019/05/12,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,426
43181197529340,2018/03/22,197529340,32312347,2018/03/22,2019/05/12,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,416
43185198624520,2018/03/26,198624520,25133542,2018/03/26,2019/05/12,Cancelled,Provider B,Cool Songs,#N/A,#N/A,412
43205203643056,2018/04/15,203643056,33263033,2018/04/15,2019/05/12,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,392
43280221272273,2018/06/29,221272273,10972371,2018/06/29,2019/05/12,Cancelled,Provider B,Cool Songs,#N/A,#N/A,317
43280221097501,2018/06/29,221097501,30377015,2018/06/29,2019/05/12,Cancelled,Provider B,Cool Songs,#N/A,#N/A,317
43312230031836,2018/07/31,230031836,10891996,2018/07/31,2019/05/12,Cancelled,Provider B,Cool Songs,#N/A,#N/A,285
43462273443985,2018/12/28,273443985,29055563,2018/12/28,2019/05/12,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,135
43506285134793,2019/02/10,285134793,42754423,2019/02/10,2019/05/12,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43506285229274,2019/02/10,285229274,43869806,2019/02/10,2019/05/12,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43507285284022,2019/02/11,285284022,43446997,2019/02/11,2019/05/12,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43507285266120,2019/02/11,285266120,45558718,2019/02/11,2019/05/12,Cancelled,Provider A,Cool Songs,300,Failed,90
43029152108633,2017/10/21,152108633,25402346,2017/10/21,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,567
43187199261372,2018/03/28,199261372,11874304,2018/03/28,2019/05/11,Cancelled,Provider B,Cool Songs,#N/A,#N/A,409
43222208365043,2018/05/02,208365043,29582271,2018/05/02,2019/05/11,Cancelled,Provider B,Cool Songs,#N/A,#N/A,374
43281221495703,2018/06/30,221495703,17194744,2018/06/30,2019/05/11,Cancelled,Provider B,Cool Songs,#N/A,#N/A,315
43480278187362,2019/01/15,278187362,37729399,2019/01/15,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,116
43505284946451,2019/02/09,284946451,25306884,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505284976436,2019/02/09,284976436,15407582,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505285058046,2019/02/09,285058046,45512700,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505285041587,2019/02/09,285041587,2846595,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505285053938,2019/02/09,285053938,45444703,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43505284870415,2019/02/09,284870415,4001112,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Success,91
43505284996860,2019/02/09,284996860,42481492,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43505284913049,2019/02/09,284913049,3908921,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505284921274,2019/02/09,284921274,44717739,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505284942571,2019/02/09,284942571,35776613,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505285034419,2019/02/09,285034419,25327192,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43505284955993,2019/02/09,284955993,44577408,2019/02/09,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43506285178811,2019/02/10,285178811,13930664,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43506285228049,2019/02/10,285228049,10321769,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43506285192719,2019/02/10,285192719,44482798,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43506285107814,2019/02/10,285107814,44407350,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43506285071905,2019/02/10,285071905,45244154,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43506285117806,2019/02/10,285117806,45124368,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43506285234202,2019/02/10,285234202,41904249,2019/02/10,2019/05/11,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43147188528148,2018/02/16,188528148,29071024,2018/02/16,2019/05/10,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,448
43187199250672,2018/03/28,199250672,18829353,2018/03/28,2019/05/10,Cancelled,Provider B,Cool Songs,#N/A,#N/A,408
43220207670198,2018/04/30,207670198,15470283,2018/04/30,2019/05/10,Cancelled,Provider B,Cool Songs,#N/A,#N/A,375
43225208978426,2018/05/05,208978426,16990109,2018/05/05,2019/05/10,Cancelled,Provider B,Cool Songs,#N/A,#N/A,370
43280221179708,2018/06/29,221179708,29310490,2018/06/29,2019/05/10,Cancelled,Provider B,Cool Songs,#N/A,#N/A,315
43504284692784,2019/02/08,284692784,30993573,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284748940,2019/02/08,284748940,26989904,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284751668,2019/02/08,284751668,38265098,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284766724,2019/02/08,284766724,45453224,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284816829,2019/02/08,284816829,16611289,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284789726,2019/02/08,284789726,43397972,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284818762,2019/02/08,284818762,13191851,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284745179,2019/02/08,284745179,44543118,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284804255,2019/02/08,284804255,27645986,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284755969,2019/02/08,284755969,36758500,2019/02/08,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43505284837843,2019/02/09,284837843,44089064,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284830079,2019/02/09,284830079,7269928,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284878239,2019/02/09,284878239,45027233,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284883283,2019/02/09,284883283,34671728,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284892574,2019/02/09,284892574,44531263,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284858595,2019/02/09,284858595,44067985,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505285036096,2019/02/09,285036096,22839197,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43505284944154,2019/02/09,284944154,30994258,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284891247,2019/02/09,284891247,3100104,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284881054,2019/02/09,284881054,11951248,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43505284891042,2019/02/09,284891042,45476733,2019/02/09,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43550295307580,2019/03/26,295307580,47349536,2019/03/26,2019/05/10,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,45
43104177085894,2018/01/04,177085894,28776071,2018/01/04,2019/05/09,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,490
43134184733106,2018/02/03,184733106,29044491,2018/02/03,2019/05/09,Cancelled,Provider B,Cool Songs,#N/A,#N/A,460
43140186993644,2018/02/09,186993644,18824237,2018/02/09,2019/05/09,Cancelled,Provider B,Cool Songs,#N/A,#N/A,454
43155190471733,2018/02/24,190471733,31042160,2018/02/24,2019/05/09,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,439
43278220752781,2018/06/27,220752781,35677034,2018/06/27,2019/05/09,Cancelled,Provider A,Cool Songs,#N/A,#N/A,316
43280221202205,2018/06/29,221202205,16926243,2018/06/29,2019/05/09,Cancelled,Provider B,Cool Songs,#N/A,#N/A,314
43301226698797,2018/07/20,226698797,25864237,2018/07/20,2019/05/09,Cancelled,Provider B,Cool Songs,#N/A,#N/A,293
43312230038191,2018/07/31,230038191,23456981,2018/07/31,2019/05/09,Cancelled,Provider B,Cool Songs,#N/A,#N/A,282
43137186302138,2018/02/06,186302138,30257695,2018/02/06,2019/05/09,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,457
43503284524092,2019/02/07,284524092,44907929,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284540077,2019/02/07,284540077,4582155,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284541131,2019/02/07,284541131,13682847,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284550044,2019/02/07,284550044,44935264,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284538714,2019/02/07,284538714,45407197,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284563017,2019/02/07,284563017,44760309,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284547709,2019/02/07,284547709,9301029,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43503284542429,2019/02/07,284542429,1176109,2019/02/07,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,91
43504284625743,2019/02/08,284625743,45381820,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43504284571496,2019/02/08,284571496,33622618,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43504284716519,2019/02/08,284716519,12837910,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43504284665788,2019/02/08,284665788,7074855,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43504284688419,2019/02/08,284688419,13802258,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43504284687803,2019/02/08,284687803,42779532,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43504284786766,2019/02/08,284786766,45161391,2019/02/08,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,90
43510285990739,2019/02/14,285990739,39634744,2019/02/14,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,84
43514286695830,2019/02/18,286695830,45879432,2019/02/18,2019/05/09,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,80
43242212919770,2018/05/22,212919770,19788634,2018/05/22,2019/05/08,Cancelled,Provider B,Cool Songs,#N/A,#N/A,351
43245213604103,2018/05/25,213604103,18748697,2018/05/25,2019/05/08,Cancelled,Provider B,Cool Songs,#N/A,#N/A,348
