contractid,customerid,activation_date,date_of_activity,sum_paid_to_date,arrears
2,19,2018/06/21 11:08,2020/03/13 00:00,575600,33416.35
2,19,2018/06/21 11:08,2020/03/14 00:00,575600,34144.94
2,19,2018/06/21 11:08,2020/03/15 00:00,575600,34873.54
2,19,2018/06/21 11:08,2020/03/16 00:00,605600,5602.14
2,19,2018/06/21 11:08,2020/03/17 00:00,605600,6330.74
2,19,2018/06/21 11:08,2020/03/18 00:00,605600,7059.33
2,19,2018/06/21 11:08,2020/03/19 00:00,605600,7787.93
2,19,2018/06/21 11:08,2020/03/20 00:00,605600,8516.53
2,19,2018/06/21 11:08,2020/03/21 00:00,605600,9245.13
2,19,2018/06/21 11:08,2020/03/22 00:00,605600,9973.72
2,19,2018/06/21 11:08,2020/03/23 00:00,605600,10702.32
2,19,2018/06/21 11:08,2020/03/24 00:00,605600,11430.92
2,19,2018/06/21 11:08,2020/03/25 00:00,605600,12159.52
2,19,2018/06/21 11:08,2020/03/26 00:00,605600,12888.11
2,19,2018/06/21 11:08,2020/03/27 00:00,605600,13616.71
2,19,2018/06/21 11:08,2020/03/28 00:00,605600,14345.31
2,19,2018/06/21 11:08,2020/03/29 00:00,605600,15073.91
2,19,2018/06/21 11:08,2020/03/30 00:00,605600,15802.5
2,19,2018/06/21 11:08,2020/03/31 00:00,605600,16531.1
2,19,2018/06/21 11:08,2020/04/01 00:00,605600,17259.7
2,19,2018/06/21 11:08,2020/04/02 00:00,605600,17988.3
2,19,2018/06/21 11:08,2020/04/03 00:00,605600,18716.89
2,19,2018/06/21 11:08,2020/04/04 00:00,605600,19445.49
2,19,2018/06/21 11:08,2020/04/05 00:00,605600,20174.09
2,19,2018/06/21 11:08,2020/04/06 00:00,605600,20902.68
2,19,2018/06/21 11:08,2020/04/07 00:00,605600,21631.28
2,19,2018/06/21 11:08,2020/04/08 00:00,605600,22359.88
2,19,2018/06/21 11:08,2020/04/09 00:00,605600,23088.48
2,19,2018/06/21 11:08,2020/04/10 00:00,605600,23817.07
2,19,2018/06/21 11:08,2020/04/11 00:00,605600,24545.67
2,19,2018/06/21 11:08,2020/04/12 00:00,605600,25274.27
2,19,2018/06/21 11:08,2020/04/13 00:00,605600,26002.87
2,19,2018/06/21 11:08,2020/04/14 00:00,605600,26731.46
2,19,2018/06/21 11:08,2020/04/15 00:00,605600,27460.06
2,19,2018/06/21 11:08,2020/04/16 00:00,605600,28188.66
2,19,2018/06/21 11:08,2020/04/17 00:00,605600,28917.26
2,19,2018/06/21 11:08,2020/04/18 00:00,605600,29645.85
2,19,2018/06/21 11:08,2020/04/19 00:00,605600,30374.45
2,19,2018/06/21 11:08,2020/04/20 00:00,605600,31103.05
2,19,2018/06/21 11:08,2020/04/21 00:00,605600,31831.65
2,19,2018/06/21 11:08,2020/04/22 00:00,605600,32560.24
2,19,2018/06/21 11:08,2020/04/23 00:00,605600,33288.84
2,19,2018/06/21 11:08,2020/04/24 00:00,605600,34017.44
2,19,2018/06/21 11:08,2020/04/25 00:00,605600,34746.03
2,19,2018/06/21 11:08,2020/04/26 00:00,635600,5474.63
2,19,2018/06/21 11:08,2020/04/27 00:00,635600,6203.23
2,19,2018/06/21 11:08,2020/04/28 00:00,635600,6931.83
2,19,2018/06/21 11:08,2020/04/29 00:00,635600,7660.42
2,19,2018/06/21 11:08,2020/04/30 00:00,635600,8389.02
2,19,2018/06/21 11:08,2020/05/01 00:00,635600,9117.62
2,19,2018/06/21 11:08,2020/05/02 00:00,635600,9846.22
2,19,2018/06/21 11:08,2020/05/03 00:00,635600,10574.81
2,19,2018/06/21 11:08,2020/05/04 00:00,635600,11303.41
2,19,2018/06/21 11:08,2020/05/05 00:00,635600,12032.01
2,19,2018/06/21 11:08,2020/05/06 00:00,635600,12760.61
2,19,2018/06/21 11:08,2020/05/07 00:00,635600,13489.2
2,19,2018/06/21 11:08,2020/05/08 00:00,635600,14217.8
2,19,2018/06/21 11:08,2020/05/09 00:00,635600,14946.4
2,19,2018/06/21 11:08,2020/05/10 00:00,635600,15675
2,19,2018/06/21 11:08,2020/05/11 00:00,635600,16403.59
2,19,2018/06/21 11:08,2020/05/12 00:00,635600,17132.19
2,19,2018/06/21 11:08,2020/05/13 00:00,635600,17860.79
2,19,2018/06/21 11:08,2020/05/14 00:00,635600,18589.38
2,19,2018/06/21 11:08,2020/05/15 00:00,635600,19317.98
2,19,2018/06/21 11:08,2020/05/16 00:00,635600,20046.58
2,19,2018/06/21 11:08,2020/05/17 00:00,635600,20775.18
2,19,2018/06/21 11:08,2020/05/18 00:00,635600,21503.77
2,19,2018/06/21 11:08,2020/05/19 00:00,635600,22232.37
2,19,2018/06/21 11:08,2020/05/20 00:00,635600,22960.97
2,19,2018/06/21 11:08,2020/05/21 00:00,635600,23689.57
2,19,2018/06/21 11:08,2020/05/22 00:00,635600,24418.16
2,19,2018/06/21 11:08,2020/05/23 00:00,635600,25146.76
2,19,2018/06/21 11:08,2020/05/24 00:00,635600,25875.36
2,19,2018/06/21 11:08,2020/05/25 00:00,635600,26603.96
2,19,2018/06/21 11:08,2020/05/26 00:00,635600,27332.55
2,19,2018/06/21 11:08,2020/05/27 00:00,665600,0
2,19,2018/06/21 11:08,2020/05/28 00:00,665600,0
2,19,2018/06/21 11:08,2020/05/30 00:00,665600,246.94
2,19,2018/06/21 11:08,2020/05/31 00:00,665600,975.54
2,19,2018/06/21 11:08,2020/06/01 00:00,665600,1704.14
2,19,2018/06/21 11:08,2020/06/02 00:00,665600,2432.74
2,19,2018/06/21 11:08,2020/06/03 00:00,665600,3161.33
2,19,2018/06/21 11:08,2020/06/04 00:00,665600,3889.93
2,19,2018/06/21 11:08,2020/06/05 00:00,665600,4618.53
2,19,2018/06/21 11:08,2020/06/06 00:00,665600,5347.12
2,19,2018/06/21 11:08,2020/06/07 00:00,665600,6075.72
2,19,2018/06/21 11:08,2020/06/08 00:00,665600,6804.32
2,19,2018/06/21 11:08,2020/06/09 00:00,665600,7532.92
2,19,2018/06/21 11:08,2020/06/10 00:00,665600,8261.51
2,19,2018/06/21 11:08,2020/06/11 00:00,665600,8990.11
2,19,2018/06/21 11:08,2020/06/12 00:00,665600,9718.71
2,19,2018/06/21 11:08,2020/06/13 00:00,665600,10447.31
2,19,2018/06/21 11:08,2020/06/14 00:00,665600,11175.9
2,19,2018/06/21 11:08,2020/06/15 00:00,665600,11904.5
2,19,2018/06/21 11:08,2020/06/16 00:00,665600,12633.1
2,19,2018/06/21 11:08,2020/06/17 00:00,665600,13361.7
2,19,2018/06/21 11:08,2020/06/18 00:00,665600,14090.29
2,19,2018/06/21 11:08,2020/06/19 00:00,665600,14818.89
2,19,2018/06/21 11:08,2020/06/20 00:00,665600,15547.49
2,19,2018/06/21 11:08,2020/06/21 00:00,665600,16276.09
2,19,2018/06/21 11:08,2020/06/22 00:00,665600,17004.68
2,19,2018/06/21 11:08,2020/06/23 00:00,665600,17733.28
2,19,2018/06/21 11:08,2020/06/24 00:00,665600,18461.88
2,19,2018/06/21 11:08,2020/06/25 00:00,665600,19190.47
2,19,2018/06/21 11:08,2020/06/26 00:00,665600,19919.07
2,19,2018/06/21 11:08,2020/06/27 00:00,665600,20647.67
2,19,2018/06/21 11:08,2020/06/28 00:00,665600,21376.27
2,19,2018/06/21 11:08,2020/06/29 00:00,665600,22104.86
2,19,2018/06/21 11:08,2020/06/30 00:00,665600,22833.46
2,19,2018/06/21 11:08,2020/07/01 00:00,665600,23562.06
2,19,2018/06/21 11:08,2020/07/02 00:00,665600,24290.66
2,19,2018/06/21 11:08,2020/07/03 00:00,665600,25019.25
2,19,2018/06/21 11:08,2020/07/04 00:00,665600,25747.85
2,19,2018/06/21 11:08,2020/07/05 00:00,665600,26476.45
2,19,2018/06/21 11:08,2020/07/06 00:00,665600,27205.05
2,19,2018/06/21 11:08,2020/07/07 00:00,665600,27933.64
2,19,2018/06/21 11:08,2020/07/08 00:00,665600,28662.24
2,19,2018/06/21 11:08,2020/07/09 00:00,665600,29390.84
2,19,2018/06/21 11:08,2020/07/10 00:00,665600,30119.44
2,19,2018/06/21 11:08,2020/07/11 00:00,665600,30848.03
2,19,2018/06/21 11:08,2020/07/12 00:00,665600,31576.63
2,19,2018/06/21 11:08,2020/07/13 00:00,665600,32305.23
2,19,2018/06/21 11:08,2020/07/14 00:00,665600,33033.82
2,19,2018/06/21 11:08,2020/07/15 00:00,665600,33762.42
2,19,2018/06/21 11:08,2020/07/16 00:00,665600,34491.02
2,19,2018/06/21 11:08,2020/07/17 00:00,665600,35219.62
2,19,2018/06/21 11:08,2020/07/18 00:00,695600,5948.21
2,19,2018/06/21 11:08,2020/07/19 00:00,695600,6676.81
2,19,2018/06/21 11:08,2020/07/20 00:00,695600,7405.41
2,19,2018/06/21 11:08,2020/07/21 00:00,695600,8134.01
2,19,2018/06/21 11:08,2020/07/22 00:00,695600,8862.6
2,19,2018/06/21 11:08,2020/07/23 00:00,695600,9591.2
2,19,2018/06/21 11:08,2020/07/24 00:00,695600,10319.8
2,19,2018/06/21 11:08,2020/07/25 00:00,695600,11048.4
2,19,2018/06/21 11:08,2020/07/26 00:00,695600,11776.99
2,19,2018/06/21 11:08,2020/07/27 00:00,695600,12505.59
2,19,2018/06/21 11:08,2020/07/28 00:00,695600,13234.19
2,19,2018/06/21 11:08,2020/07/29 00:00,695600,13962.79
2,19,2018/06/21 11:08,2020/07/30 00:00,695600,14691.38
2,19,2018/06/21 11:08,2020/07/31 00:00,695600,15419.98
2,19,2018/06/21 11:08,2020/08/01 00:00,695600,16148.58
2,19,2018/06/21 11:08,2020/08/02 00:00,695600,16877.18
2,19,2018/06/21 11:08,2020/08/03 00:00,695600,17605.77
2,19,2018/06/21 11:08,2020/08/04 00:00,695600,18334.37
2,19,2018/06/21 11:08,2020/08/05 00:00,695600,19062.97
2,19,2018/06/21 11:08,2020/08/06 00:00,695600,19791.56
2,19,2018/06/21 11:08,2020/08/07 00:00,695600,20520.16
2,19,2018/06/21 11:08,2020/08/08 00:00,695600,21248.76
2,19,2018/06/21 11:08,2020/08/09 00:00,695600,21977.36
2,19,2018/06/21 11:08,2020/08/10 00:00,695600,22705.95
2,19,2018/06/21 11:08,2020/08/11 00:00,695600,23434.55
2,19,2018/06/21 11:08,2020/08/12 00:00,695600,24163.15
2,19,2018/06/21 11:08,2020/08/13 00:00,695600,24891.75
2,19,2018/06/21 11:08,2020/08/14 00:00,695600,25620.34
2,19,2018/06/21 11:08,2020/08/15 00:00,695600,26348.94
2,19,2018/06/21 11:08,2020/08/16 00:00,695600,27077.54
2,19,2018/06/21 11:08,2020/08/17 00:00,695600,27806.14
2,19,2018/06/21 11:08,2020/08/18 00:00,695600,28534.73
2,19,2018/06/21 11:08,2020/08/19 00:00,695600,29263.33
2,19,2018/06/21 11:08,2020/08/20 00:00,695600,29991.93
2,19,2018/06/21 11:08,2020/08/21 00:00,695600,30720.53
2,19,2018/06/21 11:08,2020/08/22 00:00,695600,31449.12
2,19,2018/06/21 11:08,2020/08/23 00:00,695600,32177.72
2,19,2018/06/21 11:08,2020/08/24 00:00,695600,32906.32
2,19,2018/06/21 11:08,2020/08/25 00:00,695600,33634.91
2,19,2018/06/21 11:08,2020/08/26 00:00,695600,34363.51
2,19,2018/06/21 11:08,2020/08/27 00:00,695600,35092.11
2,19,2018/06/21 11:08,2020/08/28 00:00,725600,5820.71
2,19,2018/06/21 11:08,2020/08/29 00:00,725600,6549.3
2,19,2018/06/21 11:08,2020/08/30 00:00,725600,7277.9
2,19,2018/06/21 11:08,2020/08/31 00:00,725600,8006.5
2,19,2018/06/21 11:08,2020/09/01 00:00,725600,8735.1
2,19,2018/06/21 11:08,2020/09/02 00:00,725600,9463.69
2,19,2018/06/21 11:08,2020/09/03 00:00,725600,10192.29
2,19,2018/06/21 11:08,2020/09/04 00:00,725600,10920.89
2,19,2018/06/21 11:08,2020/09/05 00:00,725600,11649.49
2,19,2018/06/21 11:08,2020/09/06 00:00,725600,12378.08
2,19,2018/06/21 11:08,2020/09/07 00:00,725600,13106.68
2,19,2018/06/21 11:08,2020/09/08 00:00,725600,13835.28
2,19,2018/06/21 11:08,2020/09/09 00:00,725600,14563.88
2,19,2018/06/21 11:08,2020/09/10 00:00,725600,15292.47
2,19,2018/06/21 11:08,2020/09/11 00:00,725600,16021.07
2,19,2018/06/21 11:08,2020/09/12 00:00,725600,16749.67
2,19,2018/06/21 11:08,2020/09/13 00:00,725600,17478.26
2,19,2018/06/21 11:08,2020/09/14 00:00,725600,18206.86
2,19,2018/06/21 11:08,2020/09/15 00:00,725600,18935.46
2,19,2018/06/21 11:08,2020/09/16 00:00,725600,19664.06
2,19,2018/06/21 11:08,2020/09/17 00:00,725600,20392.65
2,19,2018/06/21 11:08,2020/09/18 00:00,725600,21121.25
2,19,2018/06/21 11:08,2020/09/19 00:00,725600,21849.85
2,19,2018/06/21 11:08,2020/09/20 00:00,725600,22578.45
2,19,2018/06/21 11:08,2020/09/21 00:00,725600,23307.04
2,19,2018/06/21 11:08,2020/09/22 00:00,725600,24035.64
2,19,2018/06/21 11:08,2020/09/23 00:00,725600,24764.24
2,19,2018/06/21 11:08,2020/09/24 00:00,725600,25492.84
2,19,2018/06/21 11:08,2020/09/25 00:00,725600,26221.43
2,19,2018/06/21 11:08,2020/09/26 00:00,725600,26950.03
2,19,2018/06/21 11:08,2020/09/27 00:00,725600,27678.63
2,19,2018/06/21 11:08,2020/09/28 00:00,725600,28407.23
2,19,2018/06/21 11:08,2020/09/29 00:00,725600,29135.82
2,19,2018/06/21 11:08,2020/09/30 00:00,725600,29864.42
2,19,2018/06/21 11:08,2020/10/01 00:00,725600,30593.02
2,19,2018/06/21 11:08,2020/10/02 00:00,725600,31321.62
2,19,2018/06/21 11:08,2020/10/03 00:00,725600,32050.21
2,19,2018/06/21 11:08,2020/10/04 00:00,725600,32778.81
2,19,2018/06/21 11:08,2020/10/05 00:00,725600,33507.41
2,19,2018/06/21 11:08,2020/10/06 00:00,725600,34236
2,19,2018/06/21 11:08,2020/10/07 00:00,725600,34964.6
2,19,2018/06/21 11:08,2020/10/08 00:00,725600,35693.2
2,19,2018/06/21 11:08,2020/10/09 00:00,755600,6421.8
2,19,2018/06/21 11:08,2020/10/10 00:00,755600,7150.39
2,19,2018/06/21 11:08,2020/10/11 00:00,755600,7878.99
2,19,2018/06/21 11:08,2020/10/12 00:00,755600,8607.59
2,19,2018/06/21 11:08,2020/10/13 00:00,755600,9336.19
2,19,2018/06/21 11:08,2020/10/14 00:00,755600,10064.78
2,19,2018/06/21 11:08,2020/10/15 00:00,755600,10793.38
2,19,2018/06/21 11:08,2020/10/16 00:00,755600,11521.98
2,19,2018/06/21 11:08,2020/10/17 00:00,755600,12250.58
2,19,2018/06/21 11:08,2020/10/18 00:00,755600,12979.17
2,19,2018/06/21 11:08,2020/10/19 00:00,755600,13707.77
2,19,2018/06/21 11:08,2020/10/20 00:00,755600,14436.37
2,19,2018/06/21 11:08,2020/10/21 00:00,755600,15164.97
2,19,2018/06/21 11:08,2020/10/22 00:00,755600,15893.56
2,19,2018/06/21 11:08,2020/10/23 00:00,755600,16622.16
2,19,2018/06/21 11:08,2020/10/24 00:00,755600,17350.76
2,19,2018/06/21 11:08,2020/10/25 00:00,755600,18079.35
2,19,2018/06/21 11:08,2020/10/26 00:00,755600,18807.95
2,19,2018/06/21 11:08,2020/10/27 00:00,755600,19536.55
2,19,2018/06/21 11:08,2020/10/28 00:00,755600,20265.15
2,19,2018/06/21 11:08,2020/10/29 00:00,755600,0
2,19,2018/06/21 11:08,2020/10/30 00:00,755600,21722.34
2,19,2018/06/21 11:08,2020/10/31 00:00,755600,22450.94
2,19,2018/06/21 11:08,2020/11/01 00:00,755600,23179.54
2,19,2018/06/21 11:08,2020/11/02 00:00,755600,2050.21
2,19,2018/06/21 11:08,2020/11/03 00:00,755600,2778.81
2,19,2018/06/21 11:08,2020/11/04 00:00,755600,3507.41
2,19,2018/06/21 11:08,2020/11/05 00:00,755600,4236
2,19,2018/06/21 11:08,2020/11/06 00:00,755600,4964.6
2,19,2018/06/21 11:08,2020/11/07 00:00,755600,5693.2
2,19,2018/06/21 11:08,2020/11/08 00:00,755600,6421.8
2,19,2018/06/21 11:08,2020/11/09 00:00,755600,7150.39
2,19,2018/06/21 11:08,2020/11/10 00:00,755600,7878.99
2,19,2018/06/21 11:08,2020/11/11 00:00,755600,8607.59
2,19,2018/06/21 11:08,2020/11/12 00:00,755600,9336.19
2,19,2018/06/21 11:08,2020/11/13 00:00,755600,31922.7
2,19,2018/06/21 11:08,2020/11/14 00:00,755600,32651.3
2,19,2018/06/21 11:08,2020/11/15 00:00,755600,33379.9
2,19,2018/06/21 11:08,2020/11/16 00:00,755600,12250.58
2,19,2018/06/21 11:08,2020/11/17 00:00,755600,12979.17
2,19,2018/06/21 11:08,2020/11/18 00:00,755600,13707.77
2,19,2018/06/21 11:08,2020/11/19 00:00,755600,36294.29
2,19,2018/06/21 11:08,2020/11/20 00:00,785600,7022.89
2,19,2018/06/21 11:08,2020/11/21 00:00,785600,7751.48
2,19,2018/06/21 11:08,2020/11/22 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/23 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/24 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/25 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/26 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/27 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/28 00:00,785600,0
2,19,2018/06/21 11:08,2020/11/29 00:00,785600,13580.26
2,19,2018/06/21 11:08,2020/11/30 00:00,785600,0
2,19,2018/06/21 11:08,2020/12/01 00:00,785600,0
2,19,2018/06/21 11:08,2020/12/02 00:00,785600,15766.06
2,19,2018/06/21 11:08,2020/12/03 00:00,785600,0
2,19,2018/06/21 11:08,2020/12/04 00:00,785600,17223.25
2,19,2018/06/21 11:08,2020/12/05 00:00,785600,17951.85
2,19,2018/06/21 11:08,2020/12/06 00:00,785600,18680.44
2,19,2018/06/21 11:08,2020/12/07 00:00,785600,0
2,19,2018/06/21 11:08,2020/12/08 00:00,785600,20137.64
2,19,2018/06/21 11:08,2020/12/09 00:00,785600,20866.24
2,19,2018/06/21 11:08,2020/12/10 00:00,785600,0
2,19,2018/06/21 11:08,2020/12/11 00:00,785600,465.51
2,19,2018/06/21 11:08,2020/12/12 00:00,785600,23052.03
2,19,2018/06/21 11:08,2020/12/13 00:00,785600,23780.63
2,19,2018/06/21 11:08,2020/12/14 00:00,785600,2651.3
2,19,2018/06/21 11:08,2020/12/15 00:00,785600,25237.82
2,19,2018/06/21 11:08,2020/12/16 00:00,785600,4108.5
2,19,2018/06/21 11:08,2020/12/17 00:00,785600,26695.02
2,19,2018/06/21 11:08,2020/12/18 00:00,785600,27423.61
2,19,2018/06/21 11:08,2020/12/19 00:00,785600,28152.21
2,19,2018/06/21 11:08,2020/12/20 00:00,785600,28880.81
2,19,2018/06/21 11:08,2020/12/21 00:00,785600,29609.41
2,19,2018/06/21 11:08,2020/12/22 00:00,785600,30338
2,19,2018/06/21 11:08,2020/12/23 00:00,785600,9208.68
2,19,2018/06/21 11:08,2020/12/24 00:00,785600,9937.28
2,19,2018/06/21 11:08,2020/12/25 00:00,785600,32523.79
2,19,2018/06/21 11:08,2020/12/26 00:00,785600,11394.47
2,19,2018/06/21 11:08,2020/12/27 00:00,785600,12123.07
2,19,2018/06/21 11:08,2020/12/28 00:00,785600,34709.59
2,19,2018/06/21 11:08,2020/12/29 00:00,785600,13580.26
2,19,2018/06/21 11:08,2020/12/30 00:00,785600,36166.78
2,19,2018/06/21 11:08,2020/12/31 00:00,785600,36895.38
2,19,2018/06/21 11:08,2021/01/22 00:00,800500,16166.6
2,19,2018/06/21 11:08,2021/01/23 00:00,800500,38753.12
2,19,2018/06/21 11:08,2021/01/24 00:00,800500,39481.72
2,19,2018/06/21 11:08,2021/01/25 00:00,800500,40210.31
2,19,2018/06/21 11:08,2021/01/26 00:00,800500,19080.99
2,19,2018/06/21 11:08,2021/01/27 00:00,800500,19809.59
2,19,2018/06/21 11:08,2021/01/28 00:00,800500,42396.11
2,19,2018/06/21 11:08,2021/01/29 00:00,800500,43124.7
2,19,2018/06/21 11:08,2021/01/30 00:00,800500,21995.38
2,19,2018/06/21 11:08,2021/01/31 00:00,800500,44581.9
2,19,2018/06/21 11:08,2021/02/02 00:00,800500,46039.09
2,19,2018/06/21 11:08,2021/02/03 00:00,800500,24909.77
2,19,2018/06/21 11:08,2021/02/04 00:00,800500,25638.37
2,19,2018/06/21 11:08,2021/02/05 00:00,800500,48224.88
2,19,2018/06/21 11:08,2021/02/06 00:00,800500,27095.56
2,19,2018/06/21 11:08,2021/02/07 00:00,800500,49682.08
2,19,2018/06/21 11:08,2021/02/08 00:00,800500,50410.68
2,19,2018/06/21 11:08,2021/02/09 00:00,800500,51139.27
2,19,2018/06/21 11:08,2021/02/10 00:00,800500,51867.87
2,19,2018/06/21 11:08,2021/02/11 00:00,800500,30738.55
2,19,2018/06/21 11:08,2021/02/12 00:00,800500,53325.07
2,19,2018/06/21 11:08,2021/02/13 00:00,800500,32195.74
4,20,2018/06/25 11:47,2019/07/24 00:00,370000,16338.77
4,20,2018/06/25 11:47,2019/07/25 00:00,370000,17067.37
4,20,2018/06/25 11:47,2019/07/26 00:00,370000,17795.96
4,20,2018/06/25 11:47,2019/07/27 00:00,370000,18524.56
4,20,2018/06/25 11:47,2019/07/28 00:00,370000,19253.16
4,20,2018/06/25 11:47,2019/07/30 00:00,370000,20710.35
4,20,2018/06/25 11:47,2019/07/31 00:00,370000,21438.95
4,20,2018/06/25 11:47,2019/08/01 00:00,370000,22167.55
4,20,2018/06/25 11:47,2019/08/02 00:00,370000,22896.15
4,20,2018/06/25 11:47,2019/08/03 00:00,370000,23624.74
4,20,2018/06/25 11:47,2019/08/04 00:00,370000,24353.34
4,20,2018/06/25 11:47,2019/08/05 00:00,370000,25081.94
4,20,2018/06/25 11:47,2019/08/06 00:00,370000,25810.54
4,20,2018/06/25 11:47,2019/08/07 00:00,370000,26539.13
4,20,2018/06/25 11:47,2019/08/08 00:00,370000,27267.73
4,20,2018/06/25 11:47,2019/08/09 00:00,370000,27996.33
4,20,2018/06/25 11:47,2019/08/10 00:00,370000,28724.92
4,20,2018/06/25 11:47,2019/08/11 00:00,370000,29453.52
4,20,2018/06/25 11:47,2019/08/12 00:00,370000,30182.12
4,20,2018/06/25 11:47,2019/08/13 00:00,370000,30910.72
4,20,2018/06/25 11:47,2019/08/14 00:00,370000,31639.31
4,20,2018/06/25 11:47,2019/08/15 00:00,370000,32367.91
4,20,2018/06/25 11:47,2019/08/16 00:00,390000,13096.51
4,20,2018/06/25 11:47,2019/08/17 00:00,390000,13825.11
4,20,2018/06/25 11:47,2019/08/19 00:00,390000,15282.3
4,20,2018/06/25 11:47,2019/08/20 00:00,390000,16010.9
4,20,2018/06/25 11:47,2019/08/21 00:00,390000,16739.5
4,20,2018/06/25 11:47,2019/08/22 00:00,390000,17468.09
4,20,2018/06/25 11:47,2019/08/23 00:00,390000,18196.69
4,20,2018/06/25 11:47,2019/08/26 00:00,390000,20382.48
4,20,2018/06/25 11:47,2019/08/27 00:00,390000,21111.08
4,20,2018/06/25 11:47,2019/08/28 00:00,390000,21839.68
4,20,2018/06/25 11:47,2019/08/29 00:00,390000,22568.27
4,20,2018/06/25 11:47,2019/08/30 00:00,390000,23296.87
4,20,2018/06/25 11:47,2019/08/31 00:00,390000,24025.47
4,20,2018/06/25 11:47,2019/09/01 00:00,390000,24754.07
4,20,2018/06/25 11:47,2019/09/02 00:00,390000,25482.66
4,20,2018/06/25 11:47,2019/09/03 00:00,390000,26211.26
4,20,2018/06/25 11:47,2019/09/04 00:00,390000,26939.86
4,20,2018/06/25 11:47,2019/09/05 00:00,390000,27668.46
4,20,2018/06/25 11:47,2019/09/06 00:00,390000,28397.05
4,20,2018/06/25 11:47,2019/09/07 00:00,390000,29125.65
4,20,2018/06/25 11:47,2019/09/08 00:00,390000,29854.25
4,20,2018/06/25 11:47,2019/09/09 00:00,390000,30582.85
4,20,2018/06/25 11:47,2019/09/10 00:00,390000,31311.44
4,20,2018/06/25 11:47,2019/09/12 00:00,390000,32768.64
4,20,2018/06/25 11:47,2019/09/13 00:00,390000,33497.24
4,20,2018/06/25 11:47,2019/09/14 00:00,390000,34225.83
4,20,2018/06/25 11:47,2019/09/15 00:00,390000,34954.43
4,20,2018/06/25 11:47,2019/09/16 00:00,390000,35683.03
4,20,2018/06/25 11:47,2019/09/17 00:00,410000,16411.62
4,20,2018/06/25 11:47,2019/09/18 00:00,410000,17140.22
4,20,2018/06/25 11:47,2019/09/19 00:00,410000,17868.82
4,20,2018/06/25 11:47,2019/09/20 00:00,410000,18597.42
4,20,2018/06/25 11:47,2019/09/21 00:00,410000,19326.01
4,20,2018/06/25 11:47,2019/09/22 00:00,410000,20054.61
4,20,2018/06/25 11:47,2019/09/23 00:00,410000,20783.21
4,20,2018/06/25 11:47,2019/09/24 00:00,410000,21511.81
4,20,2018/06/25 11:47,2019/09/25 00:00,410000,22240.4
4,20,2018/06/25 11:47,2019/09/26 00:00,410000,22969
4,20,2018/06/25 11:47,2019/09/27 00:00,410000,23697.6
4,20,2018/06/25 11:47,2019/09/28 00:00,410000,24426.2
4,20,2018/06/25 11:47,2019/09/29 00:00,410000,25154.79
4,20,2018/06/25 11:47,2019/09/30 00:00,410000,25883.39
4,20,2018/06/25 11:47,2019/10/01 00:00,410000,26611.99
4,20,2018/06/25 11:47,2019/10/02 00:00,410000,27340.59
4,20,2018/06/25 11:47,2019/10/03 00:00,410000,28069.18
4,20,2018/06/25 11:47,2019/10/04 00:00,410000,28797.78
4,20,2018/06/25 11:47,2019/10/05 00:00,410000,29526.38
4,20,2018/06/25 11:47,2019/10/06 00:00,410000,30254.98
4,20,2018/06/25 11:47,2019/10/07 00:00,410000,30983.57
4,20,2018/06/25 11:47,2019/10/08 00:00,410000,31712.17
4,20,2018/06/25 11:47,2019/10/09 00:00,410000,32440.77
4,20,2018/06/25 11:47,2019/10/10 00:00,410000,33169.36
4,20,2018/06/25 11:47,2019/10/11 00:00,410000,33897.96
4,20,2018/06/25 11:47,2019/10/12 00:00,410000,34626.56
4,20,2018/06/25 11:47,2019/10/13 00:00,410000,35355.16
4,20,2018/06/25 11:47,2019/10/14 00:00,410000,36083.75
4,20,2018/06/25 11:47,2019/10/15 00:00,430000,16812.35
4,20,2018/06/25 11:47,2019/10/16 00:00,430000,17540.95
4,20,2018/06/25 11:47,2019/10/17 00:00,430000,18269.55
4,20,2018/06/25 11:47,2019/10/18 00:00,430000,18998.14
4,20,2018/06/25 11:47,2019/10/19 00:00,430000,19726.74
4,20,2018/06/25 11:47,2019/10/20 00:00,430000,20455.34
4,20,2018/06/25 11:47,2019/10/21 00:00,430000,21183.94
4,20,2018/06/25 11:47,2019/10/22 00:00,430000,21912.53
4,20,2018/06/25 11:47,2019/10/23 00:00,430000,22641.13
4,20,2018/06/25 11:47,2019/10/24 00:00,430000,23369.73
4,20,2018/06/25 11:47,2019/10/25 00:00,430000,24098.33
4,20,2018/06/25 11:47,2019/10/26 00:00,430000,24826.92
4,20,2018/06/25 11:47,2019/10/27 00:00,430000,25555.52
4,20,2018/06/25 11:47,2019/10/28 00:00,430000,26284.12
4,20,2018/06/25 11:47,2019/10/29 00:00,430000,27012.71
4,20,2018/06/25 11:47,2019/10/30 00:00,430000,27741.31
4,20,2018/06/25 11:47,2019/10/31 00:00,430000,28469.91
4,20,2018/06/25 11:47,2019/11/01 00:00,430000,29198.51
4,20,2018/06/25 11:47,2019/11/02 00:00,430000,29927.1
