date of birth,number of people
1966_10_19,147
1966_12_27,147
1967_02_24,147
1967_06_17,147
1967_06_28,147
1967_07_09,147
1967_08_21,147
1967_11_03,147
1967_11_06,147
1967_11_18,147
1967_11_20,147
1967_11_30,147
1968_04_26,147
1968_07_04,147
1968_12_15,147
1968_12_27,147
1969_01_27,147
1969_02_08,147
1969_04_17,147
1969_05_01,147
1969_11_08,147
1969_12_03,147
1970_02_21,147
1970_03_19,147
1970_06_27,147
1970_11_06,147
1971_06_28,147
1971_07_15,147
1971_08_06,147
1971_12_02,147
1971_12_15,147
1972_02_05,147
1972_02_20,147
1972_04_13,147
1972_05_25,147
1972_06_11,147
1972_08_20,147
1972_09_14,147
1972_09_20,147
1972_10_05,147
1973_01_06,147
1973_02_03,147
1973_03_06,147
1973_03_17,147
1973_03_23,147
1973_06_01,147
1973_07_27,147
1974_03_04,147
1952_09_06,146
1952_09_15,146
1953_01_14,146
1953_06_10,146
1953_06_12,146
1954_06_08,146
1954_06_20,146
1954_06_21,146
1954_08_28,146
1955_05_02,146
1955_09_14,146
1955_10_15,146
1956_01_14,146
1956_05_02,146
1956_05_16,146
1956_09_06,146
1956_09_17,146
1956_10_03,146
1956_10_06,146
1956_11_03,146
1957_01_10,146
1957_04_05,146
1957_05_23,146
1957_06_11,146
1957_06_18,146
1957_07_04,146
1957_08_02,146
1957_11_02,146
1957_11_06,146
1957_12_19,146
1958_01_23,146
1958_03_20,146
1958_04_19,146
1958_05_07,146
1958_07_04,146
1958_10_04,146
1958_11_18,146
1958_12_30,146
1959_01_18,146
1959_02_12,146
1959_03_08,146
1959_04_20,146
1959_07_04,146
1959_10_13,146
1960_01_22,146
1960_02_26,146
1960_04_18,146
1960_05_12,146
1960_05_31,146
1961_07_08,146
1961_08_02,146
1961_11_13,146
1962_04_23,146
1963_01_14,146
1963_01_22,146
1963_05_31,146
1964_01_31,146
1965_01_19,146
1965_11_15,146
1965_12_07,146
1966_04_27,146
1966_07_29,146
1966_11_05,146
1966_12_11,146
1967_05_11,146
1967_06_30,146
1967_07_08,146
1967_07_28,146
1967_11_13,146
1967_12_09,146
1968_05_14,146
1968_10_22,146
1969_01_14,146
1969_01_26,146
1969_04_18,146
1969_05_14,146
1969_06_17,146
1969_06_27,146
1969_10_14,146
1969_11_07,146
1970_04_18,146
1970_04_29,146
1970_05_22,146
1970_07_03,146
1970_10_30,146
1970_11_09,146
1971_01_14,146
1971_02_04,146
1971_03_12,146
1971_03_28,146
1971_04_10,146
1971_06_21,146
1971_06_26,146
1971_08_07,146
1971_09_24,146
1971_10_07,146
1972_01_20,146
1972_03_09,146
1972_04_14,146
1972_07_03,146
1972_08_15,146
1972_08_24,146
1972_12_13,146
1972_12_23,146
1973_01_04,146
1973_08_15,146
1952_02_10,145
1952_05_15,145
1952_11_05,145
1953_07_01,145
1953_07_06,145
1953_09_05,145
1953_12_01,145
1954_04_16,145
1954_06_01,145
1954_07_12,145
1954_09_25,145
1954_10_17,145
1955_05_01,145
1955_06_30,145
1955_07_15,145
1955_09_30,145
1955_10_12,145
1955_11_07,145
1956_01_28,145
1956_05_07,145
1956_07_09,145
1956_07_12,145
1956_07_21,145
1956_08_10,145
1956_11_07,145
1956_12_03,145
1957_03_17,145
1957_04_02,145
1957_04_24,145
1957_06_20,145
1957_06_29,145
1957_07_13,145
1957_10_03,145
1957_11_09,145
1957_12_03,145
1958_01_13,145
1958_02_13,145
1958_02_19,145
1958_03_17,145
1959_01_31,145
1959_05_22,145
1959_07_29,145
1959_08_19,145
1959_08_22,145
1959_11_16,145
1960_01_29,145
1960_05_19,145
1960_07_29,145
1960_11_19,145
1961_01_19,145
1961_02_17,145
1961_03_22,145
1961_06_17,145
1961_06_18,145
1961_08_21,145
1964_02_23,145
1964_02_26,145
1964_07_23,145
1964_11_23,145
1964_12_22,145
1965_03_21,145
1965_07_11,145
1965_08_29,145
1965_11_19,145
1966_02_22,145
1966_06_23,145
1966_11_16,145
1967_02_11,145
1967_03_21,145
1967_05_09,145
1967_05_31,145
1967_08_13,145
1968_07_24,145
1969_02_22,145
1969_05_09,145
1969_07_14,145
1969_08_21,145
1969_12_21,145
1970_01_13,145
1970_07_14,145
1970_07_16,145
1970_10_12,145
1970_11_05,145
1970_11_29,145
1970_12_11,145
1970_12_14,145
1971_02_01,145
1971_02_16,145
1971_05_01,145
1971_06_07,145
1971_07_01,145
1971_10_12,145
1972_03_28,145
1972_04_22,145
1972_06_21,145
1972_08_07,145
1972_08_18,145
1972_09_07,145
1972_09_22,145
1972_09_29,145
1972_10_12,145
1973_06_16,145
1973_10_05,145
1974_02_28,145
1974_03_25,145
1974_09_09,145
1949_06_16,144
1952_02_12,144
1952_07_25,144
1952_12_24,144
1953_05_10,144
1953_09_29,144
1953_11_01,144
1954_01_08,144
1954_05_04,144
1954_07_27,144
1954_11_04,144
1955_04_05,144
1955_11_24,144
1956_03_25,144
1956_04_07,144
1956_04_17,144
1956_06_24,144
1956_07_19,144
1956_07_20,144
1956_09_04,144
1956_10_15,144
1956_10_20,144
1956_11_15,144
1956_11_22,144
1956_12_15,144
1957_01_28,144
1957_03_10,144
1957_03_18,144
1957_05_26,144
1957_11_14,144
1957_12_02,144
1958_04_13,144
1958_05_11,144
1958_05_13,144
1958_06_05,144
1958_11_22,144
1959_02_23,144
1959_04_26,144
1959_05_29,144
1959_06_27,144
1959_07_24,144
1959_08_17,144
1959_09_30,144
1959_10_08,144
1959_12_02,144
1960_01_24,144
1960_02_24,144
1960_02_29,144
1960_04_29,144
1960_05_27,144
1960_05_29,144
1960_07_31,144
1961_01_27,144
1961_02_21,144
1961_08_14,144
1961_08_17,144
1961_10_24,144
1962_07_31,144
1962_10_13,144
1962_10_30,144
1962_11_07,144
1963_07_18,144
1963_08_19,144
1963_10_30,144
1964_05_18,144
1964_05_31,144
1964_12_21,144
1964_12_30,144
1966_01_17,144
1966_01_27,144
1966_02_09,144
1966_02_23,144
1966_07_09,144
1967_01_21,144
1967_08_18,144
1967_08_26,144
1967_08_29,144
1967_08_30,144
1967_11_22,144
1967_12_08,144
1968_02_18,144
1969_01_25,144
1969_05_02,144
1969_07_20,144
1969_07_24,144
1969_07_28,144
1969_11_12,144
1970_08_14,144
1970_12_08,144
1971_01_16,144
1971_06_02,144
1971_07_20,144
1971_10_20,144
1971_11_15,144
1972_04_20,144
1972_07_15,144
1972_08_06,144
1972_09_18,144
1972_11_02,144
1973_02_23,144
1973_03_05,144
1973_12_16,144
1974_09_10,144
1940_02_02,143
1947_02_02,143
1952_08_16,143
1952_09_28,143
1953_01_07,143
1954_01_20,143
1954_04_08,143
1954_09_02,143
1954_12_04,143
1955_02_22,143
1955_04_08,143
1955_04_15,143
1955_04_21,143
1955_09_29,143
1956_02_06,143
1956_02_26,143
1956_03_07,143
1956_03_21,143
1956_07_26,143
1956_08_17,143
1956_10_07,143
1956_10_27,143
1957_01_23,143
1957_01_25,143
1957_02_25,143
1957_04_29,143
1957_05_28,143
1957_06_24,143
1957_07_10,143
1957_07_29,143
1957_11_19,143
1957_12_18,143
1959_02_07,143
1959_02_08,143
1959_03_11,143
1959_05_03,143
1959_07_09,143
1961_01_22,143
1961_02_11,143
1961_03_14,143
1961_03_29,143
1961_06_13,143
1961_07_28,143
1961_12_11,143
1963_04_22,143
1963_05_26,143
1964_11_26,143
1965_02_26,143
1965_02_27,143
1965_04_30,143
1965_05_07,143
1965_07_26,143
1965_07_29,143
1965_11_22,143
1966_01_13,143
1967_01_23,143
1967_05_23,143
1968_02_23,143
1968_04_29,143
1968_07_13,143
1968_10_21,143
1968_11_07,143
1968_12_13,143
1969_01_17,143
1969_05_11,143
1969_05_29,143
1969_06_18,143
1969_07_19,143
1969_08_17,143
1970_01_18,143
1970_01_29,143
1970_02_25,143
1970_05_23,143
1970_05_29,143
1971_01_08,143
1971_06_01,143
1971_06_17,143
1971_12_10,143
1972_02_08,143
1972_03_18,143
1972_04_02,143
1972_07_06,143
1972_07_14,143
1972_08_01,143
1972_08_17,143
1972_09_04,143
1972_10_01,143
1972_10_09,143
1972_12_26,143
1972_12_28,143
1973_02_05,143
1974_03_15,143
1940_06_06,142
1948_07_01,142
1952_01_15,142
1952_03_16,142
1952_04_01,142
1952_08_01,142
1952_08_15,142
1952_09_16,142
1952_10_05,142
1952_11_25,142
1953_04_06,142
1953_08_23,142
1953_11_24,142
1954_01_12,142
1954_01_15,142
1954_03_02,142
1954_07_14,142
1954_08_18,142
1954_12_26,142
1955_02_15,142
1955_06_04,142
1955_08_10,142
1955_09_05,142
1955_09_18,142
1956_02_03,142
1956_04_16,142
1956_05_18,142
1956_05_25,142
1956_06_13,142
1956_07_16,142
1956_08_20,142
1956_09_02,142
1956_11_21,142
1956_11_23,142
1956_12_30,142
1957_02_26,142
1957_04_18,142
1957_07_20,142
1957_07_26,142
1957_11_12,142
1958_02_26,142
1958_05_23,142
1958_08_02,142
1958_08_23,142
1958_08_27,142
1958_10_18,142
1958_12_14,142
1959_01_30,142
1959_04_29,142
1959_07_03,142
1959_10_19,142
1959_11_26,142
1960_08_26,142
1961_08_19,142
1961_11_14,142
1961_11_27,142
1962_01_29,142
1963_01_27,142
1963_11_21,142
1964_05_30,142
1964_07_30,142
1964_07_31,142
1964_11_21,142
1965_04_29,142
1965_08_19,142
1965_10_31,142
1966_05_17,142
1966_11_07,142
1967_07_21,142
1967_07_30,142
1969_01_11,142
1969_03_08,142
1969_04_28,142
1969_05_19,142
1969_07_01,142
1969_07_22,142
1969_08_07,142
1969_12_09,142
1969_12_17,142
1970_05_19,142
1970_12_13,142
1970_12_29,142
1971_01_11,142
1971_02_15,142
1971_03_08,142
1971_03_22,142
1971_05_02,142
1971_07_23,142
1971_08_17,142
1971_09_13,142
1971_09_22,142
1972_01_12,142
1972_07_12,142
1972_08_04,142
1972_10_26,142
1972_12_03,142
1973_05_06,142
1973_09_09,142
1973_11_05,142
1940_10_10,141
1942_02_02,141
1950_04_07,141
1950_07_01,141
1952_04_10,141
1952_05_14,141
1952_11_22,141
1952_12_01,141
1953_06_30,141
1953_08_10,141
1953_10_03,141
1954_01_10,141
1954_06_11,141
1954_06_15,141
1954_08_06,141
1954_10_05,141
1954_10_06,141
1954_10_12,141
1955_03_22,141
1955_03_25,141
1955_04_16,141
1955_05_08,141
1955_05_23,141
1955_06_13,141
1955_06_22,141
1955_08_07,141
1955_09_15,141
1955_09_16,141
1955_10_22,141
1955_11_27,141
1956_01_04,141
1956_01_21,141
1956_02_12,141
1956_08_03,141
1956_09_01,141
1956_09_05,141
1956_10_18,141
1956_10_31,141
1956_11_20,141
1956_11_25,141
1956_12_01,141
1956_12_10,141
1956_12_28,141
1957_01_20,141
1957_03_14,141
1957_04_17,141
1957_05_24,141
1957_08_17,141
1957_11_10,141
1958_01_10,141
1958_05_27,141
1958_08_31,141
1958_11_20,141
1959_02_04,141
1960_04_13,141
1960_07_30,141
1960_11_08,141
1960_12_19,141
1961_01_23,141
1961_01_29,141
1961_02_23,141
1961_05_17,141
1961_07_10,141
1961_07_29,141
1962_09_30,141
1963_05_24,141
1963_05_30,141
1963_10_19,141
1963_11_06,141
1964_02_21,141
1965_01_14,141
1965_03_24,141
1965_07_30,141
1965_10_18,141
1966_01_31,141
1966_02_07,141
1966_02_08,141
1966_05_21,141
1966_10_21,141
1967_03_31,141
1968_10_17,141
1969_04_07,141
1969_04_26,141
1969_05_24,141
1969_10_18,141
1969_11_21,141
1969_12_31,141
1970_01_17,141
1970_01_19,141
1970_04_17,141
1970_04_19,141
1970_04_27,141
1970_08_23,141
1971_01_09,141
1971_03_07,141
1971_03_27,141
1971_04_08,141
1971_04_09,141
1971_04_16,141
1971_08_15,141
1971_09_08,141
1971_09_17,141
1971_09_29,141
1972_03_27,141
1972_04_21,141
1972_05_16,141
1972_08_22,141
1972_10_20,141
1973_03_12,141
1973_03_26,141
1973_04_15,141
1973_07_23,141
1973_09_05,141
1973_11_11,141
1974_02_12,141
1974_09_15,141
1937_10_10,140
1950_05_15,140
1950_06_01,140
1950_07_17,140
1950_09_09,140
1952_09_17,140
1953_05_16,140
1953_07_02,140
1953_08_05,140
1953_08_28,140
1953_09_19,140
1953_12_28,140
1954_01_26,140
1954_02_04,140
1954_05_27,140
1954_08_02,140
1954_11_05,140
1954_11_20,140
1955_02_01,140
1955_03_13,140
1955_06_27,140
1955_07_09,140
1955_07_25,140
1955_11_20,140
1955_12_02,140
1956_02_15,140
1956_03_16,140
1956_04_22,140
1956_05_01,140
1956_06_23,140
1956_08_09,140
1956_08_12,140
1956_08_23,140
1956_09_13,140
1956_09_14,140
1956_10_21,140
1957_01_22,140
1957_03_27,140
1957_06_28,140
1957_10_06,140
1957_10_07,140
1957_10_14,140
1957_12_21,140
1958_04_27,140
1958_06_19,140
1958_10_15,140
1958_11_21,140
1958_12_09,140
1959_01_15,140
1959_01_29,140
1959_02_21,140
1959_03_18,140
1959_03_23,140
1959_05_12,140
1959_05_24,140
1959_05_30,140
1959_07_30,140
1959_10_18,140
1960_01_11,140
1960_01_28,140
1960_02_21,140
1960_07_21,140
1961_05_20,140
1961_05_23,140
1961_07_23,140
1961_07_26,140
1961_10_27,140
1961_11_26,140
1962_12_21,140
1963_08_31,140
1965_04_18,140
1965_07_21,140
1965_11_13,140
1966_01_28,140
1966_11_21,140
1967_04_19,140
1967_05_18,140
1967_05_26,140
1967_12_30,140
1968_01_17,140
1968_02_09,140
1968_05_21,140
1968_07_29,140
1969_05_13,140
1969_07_04,140
1969_07_06,140
1969_11_13,140
1970_06_19,140
1970_06_29,140
1970_10_13,140
1971_05_07,140
1971_05_13,140
1971_08_04,140
1971_08_09,140
1971_11_28,140
1971_12_01,140
1971_12_05,140
1971_12_26,140
1972_01_28,140
1972_02_11,140
1972_02_27,140
1972_04_26,140
1972_08_02,140
1972_09_17,140
1972_10_03,140
1972_10_04,140
1972_11_09,140
1972_11_25,140
1973_10_01,140
1974_03_14,140
1974_04_06,140
1976_10_26,140
1946_06_06,139
1950_09_25,139
1952_07_01,139
1952_07_14,139
1952_12_15,139
1953_01_05,139
1953_09_12,139
1954_05_15,139
1954_06_17,139
1954_09_19,139
1954_10_01,139
1954_11_21,139
1955_01_07,139
1955_06_07,139
1955_09_01,139
1956_01_25,139
1956_02_04,139
1956_02_11,139
1956_02_16,139
1956_02_20,139
1956_04_08,139
1956_08_02,139
1956_09_03,139
1956_11_17,139
1957_09_05,139
1957_09_30,139
1957_12_06,139
1958_01_21,139
1958_03_18,139
1958_05_30,139
1958_07_19,139
1958_11_04,139
1958_11_14,139
1959_01_26,139
1959_02_18,139
1959_07_31,139
1959_10_21,139
1960_01_23,139
1960_04_17,139
1961_04_27,139
1961_04_30,139
1961_05_13,139
1961_08_05,139
1961_11_22,139
1962_11_13,139
1964_01_21,139
1964_01_30,139
1964_03_19,139
1964_03_30,139
1965_03_29,139
1965_05_17,139
1966_01_23,139
1966_04_09,139
1966_05_30,139
1966_06_19,139
1966_07_13,139
1966_08_19,139
1966_10_18,139
1966_12_07,139
1967_01_11,139
1967_01_26,139
1967_03_18,139
1967_06_19,139
1968_04_22,139
1968_12_11,139
1968_12_30,139
1969_02_24,139
1969_12_07,139
1970_01_09,139
1970_04_22,139
1970_05_17,139
1970_05_24,139
1970_11_13,139
1971_02_06,139
1971_04_03,139
1971_05_18,139
1971_05_25,139
1971_12_28,139
1972_01_13,139
1972_01_31,139
1972_04_18,139
1972_05_14,139
1972_05_20,139
1972_05_22,139
1973_02_12,139
1973_06_14,139
1973_07_03,139
1974_03_24,139
1948_04_04,138
1950_06_04,138
1952_03_10,138
1952_05_06,138
1952_06_26,138
1952_10_20,138
1953_01_10,138
1953_10_12,138
1953_11_20,138
1954_03_29,138
1954_07_25,138
1954_08_15,138
1954_08_23,138
1954_10_02,138
1954_10_25,138
1954_11_17,138
1955_03_04,138
1955_03_15,138
1955_06_14,138
1955_09_26,138
1956_05_28,138
1956_06_30,138
1956_07_04,138
1956_07_25,138
1956_10_08,138
1956_11_01,138
1956_11_19,138
1957_01_18,138
1957_04_19,138
1957_04_21,138
1957_06_17,138
1957_10_09,138
1957_10_20,138
1957_10_21,138
1958_05_09,138
1958_07_20,138
1958_07_24,138
1958_07_31,138
1958_12_19,138
1958_12_22,138
1959_01_09,138
1959_02_25,138
1959_04_22,138
1959_05_18,138
1959_07_20,138
1959_11_15,138
1960_11_18,138
1961_01_16,138
1961_04_19,138
1961_05_22,138
1961_11_30,138
1961_12_17,138
1963_01_29,138
1964_04_22,138
1965_04_23,138
1965_11_17,138
1966_03_19,138
1966_04_21,138
1966_05_11,138
1966_05_22,138
1966_07_24,138
1966_08_31,138
1967_02_20,138
1967_10_28,138
1967_12_31,138
1968_07_19,138
1968_10_18,138
1968_10_27,138
1968_10_29,138
1969_01_18,138
1969_02_23,138
1969_04_13,138
1969_04_23,138
1969_08_29,138
1970_02_09,138
1970_08_18,138
1970_08_26,138
1971_04_28,138
1971_07_03,138
1971_07_12,138
1971_07_13,138
1971_08_20,138
1971_09_02,138
1971_10_15,138
1972_01_08,138
1972_04_17,138
1972_08_03,138
1972_12_10,138
1972_12_20,138
1973_02_25,138
1973_02_28,138
1973_03_07,138
1973_04_16,138
1973_05_10,138
1973_09_04,138
1973_09_07,138
1974_03_08,138
1974_09_20,138
1975_01_03,138
1949_10_05,137
1950_06_16,137
1951_05_06,137
1952_04_03,137
1953_02_16,137
1953_06_20,137
1953_06_23,137
1953_09_22,137
1953_09_28,137
1954_01_05,137
1954_04_07,137
1954_06_24,137
1954_07_24,137
1954_10_28,137
1955_01_18,137
1955_03_01,137
1955_03_18,137
1955_04_18,137
1955_08_12,137
1955_11_03,137
1955_11_14,137
1955_12_26,137
1955_12_29,137
1956_01_03,137
1956_02_01,137
1956_02_07,137
1956_03_05,137
1956_04_21,137
1956_07_22,137
1956_07_23,137
1956_07_29,137
1956_08_04,137
1956_08_11,137
1956_12_11,137
1957_01_09,137
1957_01_27,137
1957_02_18,137
1957_02_24,137
1957_04_09,137
1957_04_28,137
1957_07_22,137
1957_11_08,137
1957_11_13,137
1958_02_27,137
1958_10_19,137
1958_11_19,137
1959_04_18,137
1959_04_28,137
1959_05_08,137
1959_06_17,137
1959_06_23,137
1959_07_08,137
1959_07_16,137
1959_11_06,137
1959_12_21,137
1960_05_30,137
1961_01_28,137
1961_02_13,137
1961_04_09,137
1961_07_19,137
1961_08_13,137
1961_12_14,137
1961_12_27,137
1962_08_19,137
1965_02_09,137
1965_05_29,137
1965_07_23,137
1967_01_30,137
1968_01_21,137
1968_01_31,137
1968_08_21,137
1969_05_23,137
1970_02_17,137
1970_04_11,137
1970_04_26,137
1970_07_09,137
1970_08_29,137
1970_11_18,137
1970_11_30,137
1970_12_09,137
1971_01_25,137
1971_09_18,137
1971_11_27,137
1971_12_29,137
1972_06_30,137
1972_10_08,137
1972_11_30,137
1973_06_25,137
1973_09_20,137
1974_01_05,137
1974_06_03,137
1974_06_16,137
1939_10_10,136
1946_10_10,136
1948_12_12,136
1951_08_08,136
1951_12_25,136
1952_02_28,136
1952_03_09,136
1952_03_13,136
1952_05_03,136
1952_08_25,136
1952_10_12,136
1953_05_25,136
1953_06_26,136
1953_10_08,136
1953_10_11,136
1953_11_23,136
1954_02_01,136
1954_03_28,136
1954_06_30,136
1954_09_11,136
1954_10_16,136
1954_11_28,136
1954_12_01,136
1955_04_12,136
1955_04_24,136
1955_05_18,136
1955_06_17,136
1955_09_20,136
1955_12_23,136
1956_05_14,136
1956_06_05,136
1956_07_15,136
1956_07_28,136
1956_08_21,136
1956_11_16,136
1956_11_27,136
1956_12_13,136
1957_02_19,136
1957_03_24,136
1957_03_30,136
1957_07_24,136
1957_08_04,136
1957_08_26,136
1957_08_29,136
1957_08_31,136
1957_12_29,136
1959_01_22,136
1959_01_25,136
1959_02_22,136
1959_05_27,136
1959_07_23,136
1960_07_24,136
1961_04_17,136
1961_04_26,136
1961_07_16,136
1961_07_22,136
1962_01_28,136
1963_05_08,136
1963_07_30,136
1964_02_29,136
1965_03_26,136
1965_07_18,136
1965_10_30,136
1966_10_27,136
1966_11_13,136
1967_07_19,136
1968_01_18,136
1968_05_27,136
1968_11_20,136
1968_12_31,136
1969_01_16,136
1969_04_21,136
1970_02_26,136
1970_04_21,136
1970_07_19,136
1970_08_13,136
1970_10_27,136
1970_11_16,136
1970_12_30,136
1971_01_13,136
1971_02_18,136
1971_02_22,136
1971_03_09,136
1971_04_21,136
1971_05_12,136
1971_06_08,136
1971_06_18,136
1971_08_27,136
1971_10_03,136
1971_10_19,136
1971_11_02,136
1971_11_17,136
1971_11_30,136
1971_12_18,136
1972_02_17,136
1972_02_21,136
1972_07_04,136
1972_07_24,136
1972_08_14,136
1972_08_21,136
1972_08_27,136
1972_10_15,136
1972_11_15,136
1973_03_09,136
1973_06_24,136
1973_08_27,136
1974_03_13,136
1974_12_12,136
1914_01_01,135
1940_12_25,135
1950_06_05,135
1951_02_28,135
1952_01_06,135
1952_06_08,135
1952_07_05,135
1952_09_10,135
1952_09_22,135
1952_10_06,135
1953_03_07,135
1953_07_03,135
1953_08_18,135
1953_09_02,135
1953_09_14,135
1953_12_10,135
1954_04_17,135
1954_05_16,135
1954_08_27,135
1954_09_01,135
1954_12_31,135
1955_04_17,135
1955_07_29,135
1955_08_16,135
1955_08_17,135
1955_08_18,135
1955_08_22,135
1955_10_05,135
1955_10_07,135
1955_10_11,135
1955_10_13,135
1955_11_29,135
1955_12_22,135
1956_01_26,135
1956_04_05,135
1956_08_14,135
1956_08_15,135
1956_09_30,135
1956_10_25,135
1956_10_30,135
1957_03_09,135
1957_03_21,135
1957_04_08,135
1957_10_19,135
1957_11_04,135
1957_12_30,135
1958_01_29,135
1958_02_22,135
1958_04_23,135
1958_04_29,135
1959_01_17,135
1960_03_30,135
1961_01_30,135
1961_05_11,135
1961_08_15,135
1961_09_26,135
1961_10_14,135
1962_06_29,135
1965_04_27,135
1966_04_30,135
1966_06_29,135
1967_01_18,135
1967_04_30,135
1968_02_17,135
1968_03_30,135
1968_05_19,135
1968_05_31,135
1968_08_29,135
1968_08_31,135
1968_10_30,135
1968_12_17,135
1969_02_19,135
1969_07_03,135
1969_07_18,135
1969_10_30,135
1969_11_26,135
1970_03_22,135
1970_07_23,135
1970_11_04,135
1970_11_27,135
1970_12_31,135
1971_01_22,135
1971_05_26,135
1971_08_24,135
1971_09_05,135
1971_10_08,135
1971_11_22,135
1972_03_01,135
1972_03_29,135
1972_05_13,135
